DATE,DEXTAUS
2019-12-11,30.45
2019-12-12,30.22
2019-12-13,30.24
2019-12-16,30.11
2019-12-17,30.13
2019-12-18,30.15
2019-12-19,30.16
2019-12-20,30.14
2019-12-23,30.14
2019-12-24,30.14
2019-12-25,.
2019-12-26,30.11
2019-12-27,30.09
2019-12-30,30.04
2019-12-31,29.91
2020-01-01,.
2020-01-02,29.99
2020-01-03,30.03
2020-01-06,30.06
2020-01-07,30.05
2020-01-08,30.02
2020-01-09,29.95
2020-01-10,29.97
2020-01-13,29.88
2020-01-14,29.89
2020-01-15,29.91
2020-01-16,29.93
2020-01-17,29.93
2020-01-20,.
2020-01-21,29.98
2020-01-22,29.97
2020-01-23,30.04
2020-01-24,30.03
2020-01-27,30.1
2020-01-28,30.1
2020-01-29,30.1
2020-01-30,30.26
2020-01-31,30.23
2020-02-03,30.29
2020-02-04,30.12
2020-02-05,30.0
2020-02-06,30.04
2020-02-07,30.1
2020-02-10,30.08
2020-02-11,30.02
2020-02-12,29.98
2020-02-13,29.98
2020-02-14,30.02
2020-02-17,.
2020-02-18,30.11
2020-02-19,30.11
2020-02-20,30.26
2020-02-21,30.4
2020-02-24,30.45
2020-02-25,30.34
2020-02-26,30.28
2020-02-27,30.23
2020-02-28,30.18
2020-03-02,29.88
2020-03-03,29.82
2020-03-04,29.92
2020-03-05,29.91
2020-03-06,29.94
2020-03-09,29.97
2020-03-10,29.91
2020-03-11,30.07
2020-03-12,30.18
2020-03-13,30.13
2020-03-16,30.19
2020-03-17,30.21
2020-03-18,30.37
2020-03-19,30.4
2020-03-20,30.3
2020-03-23,30.33
2020-03-24,30.16
2020-03-25,30.29
2020-03-26,30.19
2020-03-27,30.21
2020-03-30,30.24
2020-03-31,30.25
2020-04-01,30.29
2020-04-02,30.2
2020-04-03,30.26
2020-04-06,30.21
2020-04-07,30.08
2020-04-08,30.11
2020-04-09,30.01
2020-04-10,30.06
2020-04-13,30.06
2020-04-14,30.07
2020-04-15,30.04
2020-04-16,30.11
2020-04-17,30.07
2020-04-20,30.04
2020-04-21,30.1
2020-04-22,30.1
2020-04-23,30.08
2020-04-24,30.1
2020-04-27,30.02
2020-04-28,29.99
2020-04-29,29.89
2020-04-30,29.72
2020-05-01,29.72
2020-05-04,29.82
2020-05-05,29.84
2020-05-06,29.9
2020-05-07,29.9
2020-05-08,29.87
2020-05-11,29.87
2020-05-12,29.88
2020-05-13,29.91
2020-05-14,29.91
2020-05-15,29.94
2020-05-18,29.96
2020-05-19,29.94
2020-05-20,29.97
2020-05-21,29.91
2020-05-22,30.08
2020-05-25,.
2020-05-26,29.97
2020-05-27,30.04
2020-05-28,29.97
2020-05-29,30.01
2020-06-01,29.91
2020-06-02,29.91
2020-06-03,29.88
2020-06-04,29.9
2020-06-05,29.78
2020-06-08,29.75
2020-06-09,29.68
2020-06-10,29.54
2020-06-11,29.65
2020-06-12,29.63
2020-06-15,29.67
2020-06-16,29.65
2020-06-17,29.64
2020-06-18,29.59
2020-06-19,29.59
2020-06-22,29.6
2020-06-23,29.54
2020-06-24,29.52
2020-06-25,29.52
2020-06-26,29.51
2020-06-29,29.45
2020-06-30,29.44
2020-07-01,29.43
2020-07-02,29.45
2020-07-03,.
2020-07-06,29.4
2020-07-07,29.45
2020-07-08,29.43
2020-07-09,29.42
2020-07-10,29.45
2020-07-13,29.42
2020-07-14,29.45
2020-07-15,29.5
2020-07-16,29.44
2020-07-17,29.46
2020-07-20,29.45
2020-07-21,29.4
2020-07-22,29.41
2020-07-23,29.41
2020-07-24,29.45
2020-07-27,29.31
2020-07-28,29.3
2020-07-29,29.26
2020-07-30,29.32
2020-07-31,29.34
2020-08-03,29.35
2020-08-04,29.38
2020-08-05,29.34
2020-08-06,29.37
2020-08-07,29.39
2020-08-10,29.39
2020-08-11,29.39
2020-08-12,29.37
2020-08-13,29.43
2020-08-14,29.38
2020-08-17,29.38
2020-08-18,29.39
2020-08-19,29.37
2020-08-20,29.42
2020-08-21,29.4
2020-08-24,29.38
2020-08-25,29.38
2020-08-26,29.34
2020-08-27,29.36
2020-08-28,29.34
2020-08-31,29.37
2020-09-01,29.36
2020-09-02,29.36
2020-09-03,29.35
2020-09-04,29.32
2020-09-07,.
2020-09-08,29.25
2020-09-09,29.29
2020-09-10,29.27
2020-09-11,29.3
2020-09-14,29.23
2020-09-15,29.23
2020-09-16,29.21
2020-09-17,29.14
2020-09-18,29.02
2020-09-21,28.99
2020-09-22,29.05
2020-09-23,29.15
2020-09-24,29.31
2020-09-25,29.25
2020-09-28,29.08
2020-09-29,29.03
2020-09-30,28.95
2020-10-01,28.86
2020-10-02,28.91
2020-10-05,28.75
2020-10-06,28.79
2020-10-07,28.66
2020-10-08,28.65
2020-10-09,28.62
